PassengerId,Probability
0366_01,0.45939198
0367_01,1.2283876e-06
0374_01,0.18552081
0374_02,0.16809194
0386_01,0.03390173
0390_01,0.45939198
0393_01,0.02468725
0394_01,0.6681371
0399_01,0.45939198
0400_01,0.9960475
0404_01,0.9610633
0406_01,0.17079325
0414_01,0.03548082
0416_01,0.08304351
0418_01,0.1446549
0419_01,0.25982788
0419_02,0.47602603
0419_03,0.49218264
0420_01,0.12306385
0421_01,1.0
0422_01,0.11016977
0424_01,0.037827298
0426_01,0.11443311
0440_01,0.42578143
0443_01,0.35083133
0450_01,0.14688677
0451_01,0.9999979
0455_01,0.56369406
0464_01,0.45939198
0467_01,0.86735773
0467_02,0.99683005
0467_03,0.9999928
0467_04,0.9378733
0469_01,0.64095485
0473_01,0.2151247
0478_01,1.6691031e-13
0478_02,0.99999356
0479_01,0.9999997
0483_01,0.9999159
0483_02,0.7366649
0484_01,0.99971
0486_01,0.47653276
0489_01,0.45939198
0489_02,0.9999842
0491_01,0.6294664
0492_01,0.2564402
0493_01,0.45939198
0494_01,0.99974704
0494_02,0.4050228
0495_01,0.45939198
0495_02,0.45939198
0495_03,0.45939198
0495_04,0.45939198
0495_05,0.0018984427
0495_06,0.45939198
0496_01,0.45939198
0496_02,0.4957551
0497_01,0.9987033
0505_01,0.16952455
0508_01,0.09123142
0509_01,0.46380913
0511_01,0.12681758
0514_01,0.45939198
0524_01,0.9999999
0526_01,0.45939198
0530_01,0.03835286
0530_02,6.734473e-08
0530_03,0.99999994
0532_01,0.0050982567
0532_02,0.99999994
0535_01,0.5348461
0536_01,0.01023748
0536_02,0.16905582
0541_01,0.9999964
0543_01,0.45939198
0544_01,1.0
0554_01,0.031165484
0557_01,0.99526125
0557_02,0.9999566
0558_01,0.46072984
0562_01,0.4477616
0562_02,0.999873
0574_01,0.07703315
0578_01,0.45939198
0578_02,0.38767287
0584_01,0.45939198
0584_02,0.0015486327
0592_01,0.47617453
0595_01,0.45939198
0601_01,0.39952818
0604_01,0.38263026
0605_01,0.12347878
0606_01,0.5848158
0613_01,0.997608
0613_02,0.99958515
0616_01,0.009249392
0617_01,0.18600354
0620_01,0.017121043
0620_02,0.5894986
0620_03,0.9431691
0621_01,0.0895821
0622_01,2.9187097e-20
0624_01,0.983281
0625_01,0.99977344
0625_02,0.999951
0625_03,0.99999917
0626_01,0.99999964
0626_02,1.0
0626_03,0.9919268
0627_01,0.8508615
0632_01,0.12740469
0632_02,0.92284966
0632_03,0.45939198
0640_01,0.99997616
0640_02,1.0
0648_01,0.3448144
0648_02,0.25075415
0649_01,0.45939198
0651_01,0.9999878
0652_01,0.47937608
0652_02,0.45939198
0652_03,0.4708464
0652_04,0.53194463
0652_05,0.45939198
0654_01,0.4238017
0662_01,0.34679186
0666_01,0.45939198
0666_02,0.46093822
0667_01,0.430851
0670_01,0.083637126
0670_02,0.029753163
0673_01,0.69257367
0675_01,0.45939198
0676_01,0.622718
0681_01,0.45939198
0692_01,0.81910694
0694_01,0.46497822
0695_01,0.45947406
0698_01,0.17091718
0700_01,0.22261448
0706_01,0.6609536
0708_01,0.99678105
0708_02,0.9999994
0711_01,0.120140925
0716_01,0.11778299
0717_01,0.89280015
0717_02,0.4154308
0717_03,0.9987947
0717_04,0.9999926
0717_05,4.0039e-07
0717_06,0.0009034042
0717_07,0.9999851
0720_01,0.99306047
0720_02,0.31267312
0720_03,0.027120644
0721_01,0.4613171
0722_01,0.24315192
0723_01,0.24951252
0725_01,0.51763713
0730_01,0.8942609
0731_01,0.14942656
0731_02,0.45939198
0735_01,0.34579003
0739_01,0.51820195
0741_01,0.51608366
0742_01,0.4116411
0742_02,0.9999536
0744_01,0.9999997
0745_01,0.093425356
0747_01,0.10152663
0748_01,0.9694692
0748_02,0.008159069
0749_01,0.9992705
0751_01,0.99339426
0752_01,0.45939198
0755_01,0.99963903
0758_01,0.99250215
0758_02,1.0
0758_03,0.00038418313
0759_01,0.9991599
0759_02,3.958174e-05
0759_03,0.99948144
0760_01,0.1485458
0763_01,0.999954
0763_02,0.00026625363
0766_01,0.45939198
0774_01,0.44086665
0774_02,2.2998945e-06
0774_03,0.9353448
0775_01,0.99135494
0775_02,0.9997165
0775_03,0.99991524
0775_04,5.0009375e-18
0775_05,0.99995565
0775_06,1.0
0778_01,0.99997795
0778_02,0.8963207
0780_01,0.9999968
0783_01,0.21306878
0792_01,0.48139158
0800_01,5.563223e-10
0801_01,0.99928737
0803_01,0.2650997
0804_01,0.9999622
0807_01,0.01042385
0810_01,0.22233313
0812_01,0.45939198
0814_01,0.001317601
0821_01,0.9093742
0827_01,0.40000236
0827_02,0.45939198
0827_03,0.99998266
0831_01,0.2676104
0832_01,0.48450905
0837_01,0.99990195
0837_02,1.5112378e-05
0838_01,0.45939198
0838_02,0.10413746
0841_01,0.00247934
0842_01,0.45939198
0843_01,0.63131607
0844_01,0.45939198
0847_01,0.16462743
0852_01,1.0
0854_01,0.4669222
0855_01,0.99338365
0856_01,0.21022451
0857_01,0.9998399
0858_01,0.2955489
0858_02,0.9999895
0861_01,0.26395527
0862_01,0.45939198
0864_01,0.014429654
0864_02,0.99993783
0864_03,0.9999372
0866_01,0.9988955
0872_01,0.09662106
0880_01,0.5920838
0880_02,0.45939198
0882_01,0.9622951
0884_01,0.122750826
0884_02,0.51081717
0886_01,0.07389663
0886_02,0.9998623
0886_03,0.99998176
0887_01,5.4275442e-05
0887_02,0.008163292
0888_01,0.25243798
0888_02,0.7379141
0891_01,0.998053
0892_01,0.9999021
0892_02,0.9999999
0892_03,1.0
0894_01,0.99999785
0895_01,0.40039393
0896_01,0.41608083
0897_01,0.9999987
0897_02,0.9999999
0900_01,0.5131742
0908_01,0.45939198
0909_01,0.07816829
0909_02,0.99986976
0909_03,0.99911183
0914_01,6.509561e-11
0916_01,0.20082901
0917_01,0.45939198
0920_01,1.9076788e-08
0929_01,0.1710146
0934_01,0.14755182
0936_01,0.16848809
0937_01,0.45939198
0943_01,0.9941993
0943_02,0.9999363
0943_03,0.27460587
0945_01,0.34986037
0945_02,0.26591635
0948_01,0.17108957
0950_01,0.9950103
0954_01,0.38070315
0958_01,0.1491833
0959_01,0.5200863
0962_01,0.9979117
0963_01,0.9999999
0967_01,0.29031017
0973_01,0.12814641
0974_01,0.39893508
0977_01,0.4742526
0980_01,0.15543601
0981_01,0.16805221
0981_02,0.46318403
0986_01,1.889138e-21
0986_02,0.99997735
0996_01,0.26545867
0999_01,0.530805
0999_02,0.43579102
1003_01,0.11061382
1007_01,0.09769636
1009_01,0.029681625
1010_01,0.9914816
1016_01,4.5604597e-08
1021_01,0.56719035
1023_01,0.99256325
1028_01,0.4787423
1037_01,0.45939198
1039_01,0.18880752
1042_01,0.7298062
1044_01,0.52218974
1050_01,0.46537083
1055_01,0.3920302
1059_01,0.9997869
1059_02,0.999993
1061_01,0.9999676
1064_01,0.50938356
1064_02,0.45939198
1067_01,0.1794792
1069_01,1.0
1070_01,0.49982783
1072_01,0.6016624
1072_02,0.45939198
1072_03,0.45939198
1072_04,0.43050572
1072_05,0.31148607
1072_06,0.45939198
1072_07,0.5072808
1072_08,0.45939198
1073_01,0.12840936
1074_01,0.28010815
1074_02,0.8044697
1081_01,0.4085924
1087_01,0.79443043
1090_01,0.9999917
1090_02,1.7017025e-12
1092_01,0.69718504
1098_01,0.11434758
1101_01,0.42096978
1103_01,0.19476603
1104_01,0.99999774
1106_01,0.14427155
1106_02,0.99995434
1107_01,0.17944677
1109_01,0.23259746
1111_01,0.5289993
1111_02,0.45939198
1111_03,0.3072495
1118_01,0.01439982
1118_02,0.9999995
1118_03,0.9945287
1118_04,0.67005754
1118_05,0.00091098435
1119_01,0.26814002
1119_02,0.9999301
1120_01,0.93336767
1122_01,0.46271455
1124_01,0.99986863
1124_02,0.9995319
1124_03,0.3848265
1125_01,0.21778443
1125_02,0.46358874
1126_01,0.9967764
1128_01,0.99980444
1128_02,0.9993332
1131_01,0.9999998
1135_01,2.554827e-07
1135_02,0.99999315
1135_03,4.047215e-12
1135_04,0.9999993
1137_01,0.43739182
1137_02,0.07476166
1138_01,0.99999106
1139_01,0.51844466
1143_01,0.42107877
1145_01,0.9900723
1145_02,0.43589023
1145_03,0.0219675
1145_04,0.99557287
1151_01,0.46637824
1157_01,0.077957794
1158_01,0.45939198
1158_02,0.45939198
1159_01,0.48132592
1159_02,0.45939198
1159_03,0.7695596
1160_01,0.7872535
1164_01,0.36363867
1171_01,0.04421603
1172_01,0.9975481
1176_01,0.35775295
1181_01,0.12595087
1183_01,0.98954755
1183_02,0.77962846
1183_03,0.9999954
1184_01,0.9999474
1184_02,0.905684
1189_01,0.18243618
1194_01,0.020580342
1196_01,0.13966748
1196_02,0.31216457
1200_01,0.9999979
1201_01,2.9482706e-07
1201_02,0.99794614
1202_01,0.10531374
1204_01,0.47706395
1205_01,0.07700107
1207_01,0.45665446
1207_02,0.56525946
1207_03,0.45939198
1207_04,0.57876146
1209_01,0.0006174143
1209_02,0.27548844
1217_01,0.966344
1217_02,0.9999998
1219_01,0.07597343
1219_02,1.0
1224_01,0.9938557
1224_02,0.99988115
1226_01,0.9857887
1226_02,0.9999411
1227_01,0.99456984
1237_01,0.54028547
1241_01,0.22603993
1244_01,0.9960359
1245_01,0.6208322
1247_01,0.99971324
1249_01,0.14127955
1251_01,0.9999047
1252_01,0.12693131
1253_01,0.04584024
1257_01,0.9998539
1257_02,0.9999979
1257_03,1.0
1257_04,0.99793994
1262_01,0.4597703
1262_02,0.12959017
1265_01,0.46609595
1266_01,0.134167
1268_01,0.99990916
1270_01,1.0
1272_01,0.14807126
1275_01,0.1962102
1276_01,0.25155634
1277_01,0.22833478
1290_01,0.11480635
1296_01,0.24211922
1297_01,0.98832536
1298_01,0.35741752
1301_01,0.45939198
1301_02,0.45939198
1301_03,0.45939198
1303_01,0.4597173
1305_01,0.797659
1313_01,0.47153184
1314_01,0.06046605
1315_01,0.37090936
1318_01,0.99985576
1319_01,0.0017925962
1319_02,0.023448488
1320_01,0.54771245
1320_02,0.45939198
1320_03,0.45939198
1321_01,0.45939198
1321_02,0.99997497
1321_03,0.04038696
1321_04,0.3245653
1327_01,0.46263486
1329_01,0.20054293
1334_01,0.15913273
1338_01,0.9998481
1338_02,0.9901673
1339_01,0.45939198
1341_01,0.1682467
1341_02,0.45939198
1341_03,0.6190092
1343_01,4.2654014e-12
1343_02,0.97742754
1343_03,0.10144202
1344_01,0.20025222
1346_01,0.4472372
1349_01,0.45939198
1349_02,0.6918825
1354_01,0.24380116
1354_02,0.27201867
1354_03,0.9999992
1354_04,0.751615
1354_05,0.9980193
1354_06,0.9998657
1354_07,0.45939198
1358_01,0.99920696
1358_02,0.03146086
1359_01,0.2433128
1361_01,0.9977898
1361_02,0.1439101
1363_01,0.2558009
1364_01,0.19665435
1364_02,0.507823
1367_01,0.5559578
1369_01,0.46045452
1369_02,0.6085334
1369_03,0.45939198
1372_01,0.45939198
1373_01,0.45939198
1374_01,1.0
1388_01,0.48327735
1392_01,0.38635245
1394_01,0.48565674
1396_01,0.37825242
1405_01,0.24180704
1409_01,0.00077275623
1409_02,0.47279295
1411_01,0.493802
1418_01,0.53625476
1422_01,0.8696519
1422_02,8.548383e-05
1422_03,1.4348985e-14
1429_01,0.13376665
1432_01,0.07356196
1432_02,0.021997262
1436_01,0.5441663
1437_01,0.13115434
1441_01,0.19261183
1446_01,0.18038599
1448_01,0.39647034
1449_01,0.036426723
1456_01,0.109451555
1459_01,0.21682087
1464_01,0.15344304
1466_01,0.45939198
1468_01,0.43723434
1469_01,0.037028912
1469_02,0.06749467
1470_01,0.4718218
1471_01,0.45939198
1471_02,0.6306531
1471_03,0.45939198
1471_04,0.45939198
1471_05,0.45939198
1472_01,0.56534183
1473_01,0.2083341
1473_02,0.046864837
1475_01,0.36479184
1476_01,0.18492173
1477_01,0.45939198
1477_02,7.376777e-15
1480_01,0.45939198
1482_01,0.84466106
1483_01,0.92144877
1486_01,0.45939198
1487_01,0.50252163
1487_02,0.45939198
1492_01,1.1996619e-06
1492_02,0.8970867
1494_01,0.20848536
1495_01,0.12165741
1495_02,0.8313346
1496_01,0.45939198
1497_01,0.97164094
1497_02,0.9995092
1502_01,4.0874474e-07
1502_02,0.9999932
1502_03,0.99999213
1502_04,0.9999923
1504_01,0.12106546
1505_01,0.03456958
1508_01,0.092872925
1512_01,0.069076
1513_01,0.485223
1514_01,0.492978
1516_01,0.48435938
1517_01,0.162064
1518_01,2.304016e-08
1518_02,0.0024233933
1519_01,0.2022453
1522_01,0.86593455
1530_01,0.9553906
1534_01,0.05563387
1534_02,0.0101286145
1535_01,0.0039298953
1537_01,1.0
1538_01,0.10171057
1538_02,0.1362301
1546_01,0.5447613
1549_01,0.45939198
1553_01,0.8446925
1553_02,0.054634925
1554_01,0.59602326
1554_02,0.403414
1556_01,0.45939198
1557_01,1.0
1559_01,0.9999445
1559_02,0.9998166
1563_01,0.9999997
1566_01,0.9999496
1570_01,0.081687406
1571_01,0.33104447
1574_01,0.45939198
1575_01,0.45939198
1582_01,0.6274423
1582_02,0.45939198
1583_01,0.9709705
1586_01,0.29091486
1587_01,0.5000092
1587_02,0.7486422
1589_01,0.1891603
1591_01,1.4458213e-18
1591_02,1.0
1598_01,0.42448574
1598_02,0.99996275
1600_01,0.09979137
1605_01,0.17428805
1607_01,0.5261266
1609_01,0.054441966
1610_01,0.99205124
1616_01,0.6221702
1618_01,1.1211615e-14
1620_01,4.4083613e-12
1623_01,0.40660667
1627_01,0.45939198
1629_01,0.9954755
1629_02,0.99583405
1629_03,0.99999994
1629_04,0.9674951
1629_05,0.99999964
1629_06,1.0
1639_01,0.035718065
1641_01,0.9962838
1642_01,0.00023454851
1643_01,0.23859233
1648_01,0.9957801
1652_01,0.5361022
1654_01,0.086319044
1664_01,0.23348516
1665_01,0.9961143
1665_02,0.9998844
1667_01,0.13113739
1675_01,0.96693426
1678_01,0.14541766
1679_01,0.4821923
1680_01,1.5186123e-08
1680_02,0.99999994
1683_01,0.10144189
1684_01,0.17805578
1686_01,0.05315515
1689_01,0.9998706
1689_02,0.99968094
1689_03,0.9999281
1692_01,0.45939198
1693_01,0.26799017
1701_01,0.45939198
1702_01,0.40137202
1703_01,0.3872608
1706_01,0.22016786
1707_01,0.20306347
1716_01,0.06543245
1720_01,0.26192382
1722_01,0.16218247
1726_01,0.055951685
1726_02,0.99737054
1726_03,0.58040375
1732_01,0.45939198
1735_01,0.16523999
1737_01,0.16065325
1741_01,0.39554027
1741_02,0.45939198
1741_03,0.5878228
1743_01,0.047701877
1744_01,0.45939198
1750_01,0.75963366
1751_01,0.91607904
1751_02,0.9635254
1754_01,0.3732223
1756_01,0.29869574
1759_01,0.8658308
1765_01,0.45939198
1773_01,0.2262652
1777_01,1.0046781e-08
1777_02,0.9997049
1780_01,0.20459424
1784_01,0.22292985
1787_01,0.39960706
1788_01,0.15416744
1789_01,0.2204384
1790_01,0.45939198
1790_02,0.49772504
1791_01,0.96551037
1791_02,0.99960107
1793_01,0.022552516
1793_02,0.9967819
1794_01,0.23196091
1795_01,0.43262267
1801_01,0.4592503
1801_02,0.026720965
1809_01,0.45939198
1814_01,0.17274994
1814_02,0.45939198
1814_03,0.49753928
1815_01,0.9403232
1819_01,0.037537377
1820_01,0.45939198
1824_01,0.12441138
1825_01,0.31470284
1825_02,0.39027625
1830_01,0.45939198
1832_01,0.005278745
1835_01,0.99997616
1835_02,0.99999994
1837_01,0.9999995
1838_01,0.9899016
1839_01,0.20603894
1840_01,0.48699915
1842_01,0.18454993
1845_01,0.0016606837
1851_01,1.9066603e-06
1851_02,0.99999994
1852_01,0.999981
1852_02,0.99884385
1852_03,0.99999666
1852_04,0.99999994
1858_01,0.9995879
1862_01,0.23324172
1862_02,0.055428434
1862_03,0.54796624
1867_01,0.9999713
1869_01,0.19226532
1870_01,0.113810636
1875_01,0.44923115
1876_01,0.14863832
1883_01,0.45939198
1885_01,0.2248389
1893_01,0.92948294
1894_01,0.98737264
1895_01,0.06901402
1896_01,4.4677267e-06
1900_01,0.7694854
1904_01,0.015814265
1909_01,0.99969906
1909_02,0.9584125
1909_03,0.13100576
1910_01,0.56450903
1910_02,0.0001354376
1910_03,0.0070246486
1910_04,0.9685542
1912_01,0.4323349
1913_01,0.85730463
1913_02,0.9999257
1913_03,0.9998663
1914_01,0.45939198
1917_01,0.17111236
1919_01,0.21267621
1921_01,0.028058568
1921_02,7.946837e-05
1924_01,0.46702635
1929_01,0.12914439
1930_01,0.27611262
1932_01,0.034824774
1934_01,0.07180972
1936_01,0.033440396
1943_01,0.18457368
1944_01,0.16986315
1948_01,1.2054163e-15
1948_02,1.0
1949_01,0.08079078
1951_01,0.9999996
1951_02,2.0616599e-06
1954_01,0.05863308
1955_01,0.1231547
1958_01,0.0337151
1965_01,0.45939198
1966_01,0.75108755
1970_01,0.14077002
1972_01,0.14484236
1982_01,0.023287803
1986_01,0.9504279
1987_01,0.36600652
1989_01,0.50519454
1990_01,0.98118716
1990_02,0.999593
1998_01,0.070666485
2002_01,0.975366
2004_01,0.4596767
2005_01,0.1441921
2005_02,0.45939198
2008_01,0.26844454
2014_01,0.9985177
2016_01,0.89181197
2016_02,0.0036695302
2017_01,0.24679771
2017_02,0.010710999
2018_01,0.45939198
2020_01,0.99843234
2021_01,0.45939198
2023_01,0.26556653
2023_02,0.45939198
2023_03,0.45939198
2025_01,2.7913255e-10
2030_01,0.33642697
2031_01,0.2835738
2033_01,0.22515799
2035_01,0.07025183
2035_02,0.99999523
2036_01,0.48227552
2036_02,0.5395194
2036_03,0.5241393
2037_01,0.9705617
2037_02,3.4637464e-09
2039_01,0.9928269
2039_02,0.99998623
2039_03,0.99999154
2047_01,0.45939198
2048_01,0.4113389
2049_01,0.45939198
2050_01,0.21003337
2057_01,0.5818664
2057_02,0.45939198
2057_03,0.4189032
2057_04,0.49677074
2057_05,0.12978844
2058_01,0.14254875
2064_01,0.9991339
2068_01,0.9409498
2068_02,0.99507946
2068_03,0.984822
2068_04,0.012384997
2068_05,0.9321494
2069_01,0.1642478
2072_01,0.10375846
2072_02,0.119566925
2076_01,0.9990673
2077_01,0.17790565
2078_01,0.99951285
2079_01,0.45939198
2079_02,0.4310697
2079_03,0.09337319
2093_01,0.2898311
2098_01,0.41799763
2101_01,0.50267917
2101_02,0.48250696
2103_01,0.11202157
2108_01,0.10039039
2108_02,0.34975958
2109_01,0.45939198
2113_01,0.470684
2119_01,0.16353312
2119_02,0.5176744
2122_01,0.6433334
2132_01,0.45939198
2146_01,0.993927
2146_02,0.9999937
2151_01,0.45939198
2155_01,0.6995735
2157_01,0.15857829
2160_01,0.03914243
2160_02,0.99999917
2160_03,0.99999183
2165_01,0.47247154
2166_01,0.29222223
2169_01,0.096342534
2170_01,0.20376989
2174_01,0.13082367
2176_01,0.48655942
2178_01,0.15750168
2181_01,0.17724301
2184_01,0.9999996
2184_02,0.96258557
2185_01,0.99999845
2192_01,0.12936907
2197_01,0.3722245
2199_01,0.36706695
2208_01,0.26787102
2213_01,0.1467027
2214_01,0.08904089
2216_01,0.41630518
2217_01,0.101737946
2218_01,0.6072369
2222_01,0.9992274
2226_01,0.19417587
2227_01,0.99946076
2230_01,0.45939198
2236_01,0.7156066
2240_01,0.46980152
2240_02,0.2097996
2240_03,0.53100514
2242_01,0.50555897
2244_01,0.93628633
2245_01,0.87489676
2245_02,0.9969981
2246_01,0.5671936
2246_02,0.0024835863
2247_01,0.06684966
2248_01,0.12275198
2249_01,0.5881623
2250_01,0.18176284
2259_01,0.52058315
2259_02,0.99999416
2260_01,0.9999953
2265_01,0.18957424
2271_01,4.5506618e-14
2276_01,0.45939198
2276_02,0.08303043
2283_01,0.089819856
2285_01,0.065775335
2286_01,0.0944687
2290_01,0.45939198
2292_01,0.45939198
2293_01,0.99938536
2294_01,0.9998774
2297_01,0.19398715
2304_01,0.45939198
2307_01,0.5133146
2307_02,0.4883258
2307_03,0.59630346
2307_04,0.8171375
2307_05,0.45939198
2322_01,0.08953261
2323_01,0.1054202
2324_01,0.22935918
2326_01,0.45939198
2328_01,0.18416148
2330_01,0.2312033
2331_01,0.9999422
2334_01,0.14134774
2335_01,0.45939198
2337_01,0.46680212
2342_01,0.042360667
2343_01,0.999774
2343_02,0.45939198
2344_01,0.00013650802
2344_02,0.9999962
2346_01,0.24845897
2350_01,0.17382886
2350_02,0.15775041
2350_03,0.9999995
2351_01,0.25040445
2351_02,0.12953077
2352_01,0.21514061
2354_01,0.0012185855
2355_01,0.9998178
2355_02,0.9999999
2355_03,0.09716007
2355_04,0.9999999
2358_01,0.21614434
2359_01,0.23726436
2362_01,0.4105735
2370_01,0.45939198
2370_02,0.45939198
2370_03,0.11051657
2370_04,0.5227986
2371_01,0.49470446
2372_01,0.21046203
2378_01,0.08433394
2378_02,0.9999994
2380_01,7.4829515e-10
2380_02,0.99955016
2381_01,0.45939198
2383_01,0.01638836
2383_02,0.14431216
2386_01,0.99895054
2388_01,0.055929005
2388_02,0.6334121
2393_01,0.14335315
2394_01,0.4505232
2394_02,0.50527775
2394_03,0.31495166
2400_01,0.19878817
2405_01,0.18810023
2407_01,0.850377
2408_01,0.13477507
2415_01,0.9800352
2418_01,0.030288896
2420_01,0.10789943
2422_01,1.2877566e-18
2422_02,1.0
2425_01,0.45939198
2425_02,0.5924499
2425_03,0.77610546
2425_04,0.50112927
2425_05,0.45939198
2425_06,0.45939198
2428_01,0.2750101
2430_01,0.45939198
2430_02,0.45939198
2430_03,0.4581103
2434_01,0.45957673
2434_02,0.36283892
2437_01,0.0049778656
2440_01,0.3934246
2447_01,0.18689428
2448_01,0.999807
2448_02,0.99999297
2450_01,0.028850105
2459_01,0.7625544
2464_01,0.042267676
2465_01,0.3902775
2468_01,0.9998757
2469_01,0.99835724
2469_02,0.48903137
2473_01,0.13141346
2481_01,0.49451172
2481_02,0.19351445
2482_01,0.0037582014
2482_02,7.168197e-05
2484_01,0.99948895
2484_02,0.35152608
2485_01,0.020138307
2487_01,0.9932414
2487_02,0.9999866
2487_03,0.1497604
2490_01,0.20546591
2493_01,0.0020471904
2493_02,1.2512303e-18
2494_01,0.9999714
2494_02,2.4315454e-11
2495_01,0.28390208
2501_01,0.9999993
2504_01,0.51620305
2507_01,0.49688217
2511_01,0.6627807
2514_01,0.49807596
2517_01,0.99956644
2525_01,0.19552103
2529_01,0.11995695
2533_01,0.16512318
2536_01,0.9995912
2538_01,0.9999478
2538_02,0.99980104
2539_01,0.49188077
2543_01,0.72408533
2554_01,0.66913044
2556_01,0.9997896
2563_01,0.49171445
2566_01,0.20119146
2567_01,0.45939198
2567_02,0.9999992
2568_01,0.74912226
2569_01,0.6142558
2570_01,0.49263635
2575_01,0.9992649
2576_01,0.9996401
2577_01,0.48815966
2577_02,0.48244753
2579_01,0.1525487
2583_01,0.4958338
2585_01,0.9963715
2586_01,0.5055447
2587_01,0.99730724
2587_02,0.99998534
2600_01,0.7122177
2603_01,0.4777979
2603_02,0.6653846
2604_01,0.60389996
2608_01,0.4864916
2610_01,0.11082369
2611_01,0.1694411
2612_01,0.23886131
2613_01,0.5470052
2614_01,0.14311182
2615_01,0.6252181
2620_01,0.8030067
2621_01,1.9220271e-13
2623_01,0.18622965
2630_01,0.13277286
2630_02,0.48952553
2630_03,0.4890627
2632_01,0.14471242
2637_01,0.10393732
2637_02,0.48796442
2637_03,0.5079044
2639_01,0.9997336
2644_01,0.15957566
2653_01,0.4260562
2654_01,0.006906879
2656_01,0.99999404
2665_01,0.009363579
2667_01,0.9999475
2667_02,0.0002937885
2667_03,0.0004395319
2667_04,0.9999792
2667_05,1.0
2669_01,0.18492903
2673_01,0.93673193
2674_01,0.4432152
2674_02,0.47966293
2680_01,1.23950624e-17
2681_01,0.67255354
